tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,5972,0,live,REN,HNFJ2,renin,"; renin|angiotensin-forming enzyme|angiotensinogenase|renin precursor, renal",1q32.1,1,NC_000001.11,204154819,204166337,minus,10,179820
9606,Homo sapiens,5581,0,live,PRKCE,"PKCE, nPKC-epsilon",protein kinase C epsilon,; protein kinase C epsilon type,2p21,2,NC_000002.12,45651315,46187990,plus,32,176975
9606,Homo sapiens,1020,0,live,CDK5,"LIS7, PSSALRE",cyclin dependent kinase 5,; cyclin-dependent-like kinase 5|TPKII catalytic subunit|cell division protein kinase 5|epididymis secretory sperm binding protein|protein kinase CDK5 splicing|serine/threonine-protein kinase PSSALRE|tau protein kinase II catalytic subunit,7q36.1,7,NC_000007.14,151053815,151057897,minus,12,123831
9606,Homo sapiens,6863,0,live,TAC1,"Hs.2563, NK2, NKNA, NPK, TAC2",tachykinin precursor 1,"; protachykinin-1|PPT|neurokinin 1|neurokinin 2|neurokinin A|neurokinin alpha|neuromedin L|neuropeptide K|neuropeptide gamma|preprotachykinin|protachykinin|substance K|substance P|tachykinin 2|tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)",7q21.3,7,NC_000007.14,97732086,97740472,plus,7,162320
9606,Homo sapiens,6908,0,live,TBP,"GTF2D, GTF2D1, HDL4, SCA17, TFIID",TATA-box binding protein,; TATA-box-binding protein|TATA sequence-binding protein|TATA-box binding protein N-terminal domain|TATA-box factor|transcription initiation factor TFIID TBP subunit,6q27,6,NC_000006.12,170554333,170572870,plus,8,600075
9606,Homo sapiens,1861,0,live,TOR1A,"DQ2, DYT1",torsin family 1 member A,"; torsin-1A|dystonia 1 protein|dystonia 1, torsion (autosomal dominant; torsin A)|torsin A|torsin ATPase 1|torsin ATPase-1A",9q34.11,9,NC_000009.12,129812942,129824136,minus,5,605204
9606,Homo sapiens,3351,0,live,HTR1B,"5-HT-1B, 5-HT-1D-beta, 5-HT1B, 5-HT1DB, HTR1D2, HTR1DB, S12",5-hydroxytryptamine receptor 1B,"; 5-hydroxytryptamine receptor 1B|5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled|serotonin 1D beta receptor|serotonin receptor 1B",6q14.1,6,NC_000006.12,77460924,77463491,minus,1,182131
9606,Homo sapiens,5649,0,live,RELN,"ETL7, LIS2, PRO1598, RL",reelin,; reelin,7q22.1,7,NC_000007.14,103471784,103989658,minus,65,600514
9606,Homo sapiens,8100,0,live,IFT88,"D13S1056E, DAF19, TG737, TTC10, hTg737",intraflagellar transport 88,"; intraflagellar transport protein 88 homolog|TPR repeat protein 10|intraflagellar transport 88 homolog|polaris homolog|probe hTg737 (polycystic kidney disease, autosomal recessive)|recessive polycystic kidney disease protein Tg737 homolog|testicular tissue protein Li 93|tetratricopeptide repeat domain 10|tetratricopeptide repeat protein 10",13q12.11,13,NC_000013.11,20566446,20691444,plus,34,600595
9606,Homo sapiens,5037,0,live,PEBP1,"HCNP, HCNPpp, HEL-210, HEL-S-34, HEL-S-96, PBP, PEBP, PEBP-1, RKIP",phosphatidylethanolamine binding protein 1,; phosphatidylethanolamine-binding protein 1|Raf kinase inhibitory protein|epididymis luminal protein 210|epididymis secretory protein Li 34|epididymis secretory protein Li 96|hippocampal cholinergic neurostimulating peptide|neuropolypeptide h3|prostatic binding protein|raf kinase inhibitor protein,12q24.23,12,NC_000012.12,118136124,118145584,plus,4,604591
9606,Homo sapiens,5020,0,live,OXT,"OT, OT-NPI-NPI, OXT",oxytocin/neurophysin I prepropeptide,"; oxytocin-neurophysin 1|neurophysin I|oxytocin, prepro- (neurophysin I)|oxytocin, prepropeptide|oxytocin-neurophysin I, preproprotein",20p13,20,NC_000020.11,3068871,3072517,plus,4,167050
9606,Homo sapiens,375,0,live,ARF1,PVNH8,ADP ribosylation factor 1,; ADP-ribosylation factor 1,1q42.13,1,NC_000001.11,228082660,228099212,plus,6,103180
9606,Homo sapiens,2719,0,live,GPC3,"DGSX, GTR2-2, MXR7, OCI-5, SDYS, SGB, SGBS, SGBS1",glypican 3,; glypican-3|glypican proteoglycan 3|heparan sulphate proteoglycan|intestinal protein OCI-5|secreted glypican-3,Xq26.2,X,NC_000023.11,133535745,133985616,minus,11,300037
9606,Homo sapiens,54210,0,live,TREM1,"CD354, TREM-1",triggering receptor expressed on myeloid cells 1,; triggering receptor expressed on myeloid cells 1|triggering receptor expressed on monocytes 1,6p21.1,6,NC_000006.12,41267385,41286745,minus,6,605085
9606,Homo sapiens,6722,0,live,SRF,MCM1,serum response factor,; serum response factor|c-fos serum response element-binding transcription factor|minichromosome maintenance 1 homolog,6p21.1,6,NC_000006.12,43171269,43181506,plus,8,600589
9606,Homo sapiens,6869,0,live,TACR1,"NK1R, NKIR, SPR, TAC1R",tachykinin receptor 1,; substance-P receptor|NK-1 receptor|NK-1R|tachykinin receptor 1 (substance P receptor; neurokinin-1 receptor),2p12,2,NC_000002.12,75046463,75199520,minus,5,162323
9606,Homo sapiens,9267,0,live,CYTH1,"B2-1, CYTOHESIN-1, D17S811E, PSCD1, SEC7",cytohesin 1,"; cytohesin-1|PH, SEC7 and coiled-coil domain-containing protein 1|SEC7 homolog B2-1|cytoadhesin 1|homolog of secretory protein SEC7|pleckstrin homology, Sec7 and coiled-coil domains 1",17q25.3,17,NC_000017.11,78674047,78782342,minus,19,182115
9606,Homo sapiens,1269,0,live,CNR2,"CB-2, CB2, CX5",cannabinoid receptor 2,; cannabinoid receptor 2|cannabinoid receptor 2 (macrophage)|testis-dominant CNR2 isoform CB2,1p36.11,1,NC_000001.11,23870515,23913362,minus,6,605051
9606,Homo sapiens,3291,0,live,HSD11B2,"AME, AME1, HSD11K, HSD2, SDR9C3",hydroxysteroid 11-beta dehydrogenase 2,; corticosteroid 11-beta-dehydrogenase isozyme 2|-HSD11 type II|11-DH2|11-HSD type II|11-beta-HSD type II|11-beta-HSD2|11-beta-hydroxysteroid dehydrogenase type 2|11-beta-hydroxysteroid dehydrogenase type II|NAD-dependent 11-beta-hydroxysteroid dehydrogenase|short chain dehydrogenase/reductase family 9C member 3,16q22.1,16,NC_000016.10,67431121,67437553,plus,5,614232
9606,Homo sapiens,8772,0,live,FADD,"GIG3, MORT1",Fas associated via death domain,; FAS-associated death domain protein|Fas (TNFRSF6)-associated via death domain|Fas-associating death domain-containing protein|Fas-associating protein with death domain|growth-inhibiting gene 3 protein|mediator of receptor-induced toxicity,11q13.3,11,NC_000011.10,70203163,70207402,plus,2,602457
9606,Homo sapiens,7173,0,live,TPO,"MSA, TDH2A, TPX",thyroid peroxidase,; thyroid peroxidase|thyroid microsomal antigen|thyroperoxidase,2p25.3,2,NC_000002.12,1413288,1543673,plus,19,606765
9606,Homo sapiens,6446,0,live,SGK1,SGK,serum/glucocorticoid regulated kinase 1,; serine/threonine-protein kinase Sgk1|Sgk1 variant i3|serine/threonine protein kinase SGK,6q23.2,6,NC_000006.12,134169246,134318112,minus,18,602958
9606,Homo sapiens,2169,0,live,FABP2,"FABPI, I-FABP",fatty acid binding protein 2,"; fatty acid-binding protein, intestinal|fatty acid binding protein 2, intestinal|intestinal-type fatty acid-binding protein",4q26,4,NC_000004.12,119317250,119322138,minus,4,134640
9606,Homo sapiens,150,0,live,ADRA2A,"ADRA2, ADRA2R, ADRAR, ALPHA2AAR, ZNF32",adrenoceptor alpha 2A,"; alpha-2A adrenergic receptor|adrenergic, alpha-2A-, receptor|alpha-2 adrenergic receptor subtype C10|alpha-2-adrenergic receptor, platelet type|alpha-2A adrenoceptor|alpha-2A adrenoreceptor|alpha-2AAR subtype C10",10q25.2,10,NC_000010.11,111077029,111080907,plus,1,104210
9606,Homo sapiens,1137,0,live,CHRNA4,"BFNC, EBN, EBN1, NACHR, NACHRA4, NACRA4",cholinergic receptor nicotinic alpha 4 subunit,"; neuronal acetylcholine receptor subunit alpha-4|cholinergic receptor, nicotinic alpha 4|cholinergic receptor, nicotinic, alpha 4 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 4|neuronal nicotinic acetylcholine receptor alpha-4 subunit",20q13.33,20,NC_000020.11,63343223,63375471,minus,10,118504
9606,Homo sapiens,727,0,live,C5,"C5Da, C5b, CPAMD4, ECLZB, C5",complement C5,; complement C5|C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4|C5a anaphylatoxin|anaphylatoxin C5a analog|complement component 5|prepro-C5,9q33.2,9,NC_000009.12,120952335,121074865,minus,43,120900
9606,Homo sapiens,5573,0,live,PRKAR1A,"ACRDYS1, ADOHR, CAR, CNC, CNC1, PKR1, PPNAD1, PRKAR1, TSE1",protein kinase cAMP-dependent type I regulatory subunit alpha,"; cAMP-dependent protein kinase type I-alpha regulatory subunit|Carney complex type 1|cAMP-dependent protein kinase regulatory subunit RIalpha|cAMP-dependent protein kinase type I-alpha regulatory chain|epididymis secretory sperm binding protein|protein kinase A type 1a regulatory subunit|protein kinase, cAMP-dependent, regulatory subunit type I alpha|protein kinase, cAMP-dependent, regulatory, type I, alpha|tissue-specific extinguisher 1",17q24.2,17,NC_000017.11,68413623,68551316,plus,16,188830
9606,Homo sapiens,337,0,live,APOA4,,apolipoprotein A4,; apolipoprotein A-IV|apo-AIV|apoA-IV,11q23.3,11,NC_000011.10,116820700,116823304,minus,3,107690
9606,Homo sapiens,64067,0,live,NPAS3,"MOP6, PASD6, bHLHe12",neuronal PAS domain protein 3,; neuronal PAS domain-containing protein 3|PAS domain-containing protein 6|basic-helix-loop-helix-PAS protein MOP6|class E basic helix-loop-helix protein 12|member of PAS protein 6|neuronal PAS3,14q13.1,14,NC_000014.9,32934785,33804176,plus,18,609430
9606,Homo sapiens,6348,0,live,CCL3,"G0S19-1, LD78ALPHA, MIP-1-alpha, MIP1A, SCYA3",C-C motif chemokine ligand 3,; C-C motif chemokine 3|G0/G1 switch regulatory protein 19-1|PAT 464.1|SIS-beta|chemokine (C-C motif) ligand 3|macrophage inflammatory protein 1-alpha|small inducible cytokine A3 (homologous to mouse Mip-1a)|tonsillar lymphocyte LD78 alpha protein,17q12,17,NC_000017.11,36088256,36090143,minus,3,182283
9606,Homo sapiens,22871,0,live,NLGN1,NL1,neuroligin 1,; neuroligin-1,3q26.31,3,NC_000003.12,173395929,174294372,plus,14,600568
9606,Homo sapiens,2902,0,live,GRIN1,"GluN1, MRD8, NDHMSD, NDHMSR, NMD-R1, NMDA1, NMDAR1, NR1",glutamate ionotropic receptor NMDA type subunit 1,"; glutamate receptor ionotropic, NMDA 1|N-methyl-D-aspartate receptor channel, subunit zeta-1|N-methyl-D-aspartate receptor subunit NR1|glutamate [NMDA] receptor subunit zeta-1|glutamate receptor, ionotropic, N-methyl D-aspartate 1",9q34.3,9,NC_000009.12,137139092,137168759,plus,22,138249
9606,Homo sapiens,9839,0,live,ZEB2,"HSPC082, SIP-1, SIP1, SMADIP1, ZFHX1B",zinc finger E-box binding homeobox 2,; zinc finger E-box-binding homeobox 2|SMAD interacting protein 1|Smad-interacting protein 1|zinc finger homeobox 1b,2q22.3,2,NC_000002.12,144384081,144520119,minus,11,605802
9606,Homo sapiens,5196,0,live,PF4,"CXCL4, PF-4, SCYB4",platelet factor 4,; platelet factor 4|C-X-C motif chemokine 4|chemokine (C-X-C motif) ligand 4|iroplact|oncostatin-A,4q13.3,4,NC_000004.12,73980811,73982124,minus,3,173460
9606,Homo sapiens,1138,0,live,CHRNA5,LNCR2,cholinergic receptor nicotinic alpha 5 subunit,"; neuronal acetylcholine receptor subunit alpha-5|Cholinergic receptor, neuronal nicotinic, alpha polypeptide-5|acetylcholine receptor, nicotinic, alpha 5 (neuronal)|cholinergic receptor, nicotinic alpha 5|cholinergic receptor, nicotinic, alpha 5 (neuronal)|neuronal nicotinic acetylcholine receptor, alpha5 subunit",15q25.1,15,NC_000015.10,78565520,78595269,plus,6,118505
9606,Homo sapiens,408,0,live,ARRB1,"ARB1, ARR1",arrestin beta 1,; beta-arrestin-1|arrestin 2|non-visual arrestin-2,11q13.4,11,NC_000011.10,75260122,75351662,minus,20,107940
9606,Homo sapiens,7466,0,live,WFS1,"CTRCT41, WFRS, WFS, WFSL",wolframin ER transmembrane glycoprotein,; wolframin|Wolfram syndrome 1 (wolframin),4p16.1,4,NC_000004.12,6260368,6303265,plus,10,606201
9606,Homo sapiens,3683,0,live,ITGAL,"CD11A, LFA-1, LFA1A",integrin subunit alpha L,"; integrin alpha-L|CD11 antigen-like family member A|LFA-1 alpha|LFA-1A|antigen CD11A (p180), lymphocyte function-associated antigen 1, alpha polypeptide|integrin gene promoter|integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)|leukocyte adhesion glycoprotein LFA-1 alpha chain|leukocyte function-associated molecule 1 alpha chain|lymphocyte function-associated antigen 1, alpha polypeptide",16p11.2,16,NC_000016.10,30472683,30523185,plus,31,153370
9606,Homo sapiens,2918,0,live,GRM8,"GLUR8, GPRC1H, MGLUR8, mGlu8",glutamate metabotropic receptor 8,"; metabotropic glutamate receptor 8|glutamate receptor, metabotropic 8",7q31.33,7,NC_000007.14,126438598,127252941,minus,24,601116
9606,Homo sapiens,4129,0,live,MAOB,,monoamine oxidase B,"; amine oxidase [flavin-containing] B|MAO, brain|MAO, platelet|MAO-B|adrenalin oxidase|monoamine oxidase type B|tyramine oxidase",Xp11.3,X,NC_000023.11,43766610,43882450,minus,18,309860
9606,Homo sapiens,5321,0,live,PLA2G4A,"GURDP, PLA2G4, cPLA2, cPLA2-alpha",phospholipase A2 group IVA,"; cytosolic phospholipase A2|calcium-dependent phospholipid-binding protein|lysophospholipase|phosphatidylcholine 2-acylhydrolase|phospholipase A2, group IVA (cytosolic, calcium-dependent)",1q31.1,1,NC_000001.11,186828900,186988981,plus,19,600522
9606,Homo sapiens,2890,0,live,GRIA1,"GLUH1, GLUR1, GLURA, GluA1, HBGR1",glutamate ionotropic receptor AMPA type subunit 1,"; glutamate receptor 1|AMPA 1|AMPA-selective glutamate receptor 1|gluR-1|gluR-A|gluR-K1|glutamate receptor, ionotropic, AMPA 1",5q33.2,5,NC_000005.10,153490524,153813873,plus,20,138248
9606,Homo sapiens,11082,0,live,ESM1,endocan,endothelial cell specific molecule 1,; endothelial cell-specific molecule 1|ESM-1,5q11.2,5,NC_000005.10,54977867,54985593,minus,3,601521
9606,Homo sapiens,156,0,live,GRK2,"ADRBK1, BARK1, BETA-ARK1",G protein-coupled receptor kinase 2,; beta-adrenergic receptor kinase 1|adrenergic beta receptor kinase 1|beta-ARK-1,11q13.2,11,NC_000011.10,67266420,67286556,plus,23,109635
9606,Homo sapiens,2166,0,live,FAAH,"FAAH-1, PSAB",fatty acid amide hydrolase,; fatty-acid amide hydrolase 1|anandamide amidohydrolase 1|oleamide hydrolase 1,1p33,1,NC_000001.11,46394317,46413845,plus,15,602935
9606,Homo sapiens,85358,0,live,SHANK3,"DEL22q13.3, PROSAP2, PSAP2, SCZD15, SPANK-2",SH3 and multiple ankyrin repeat domains 3,; SH3 and multiple ankyrin repeat domains protein 3|proline rich synapse associated protein 2|shank postsynaptic density protein,22q13.33,22,NC_000022.11,50674391,50733212,plus,22,606230
9606,Homo sapiens,1826,0,live,DSCAM,"CHD2, CHD2-42, CHD2-52",DS cell adhesion molecule,; Down syndrome cell adhesion molecule,21q22.2,21,NC_000021.9,40010999,40847158,minus,33,602523
9606,Homo sapiens,3482,0,live,IGF2R,"CD222, CI-M6PR, CIMPR, M6P-R, M6P/IGF2R, MPR 300, MPR1, MPR300, MPRI",insulin like growth factor 2 receptor,; cation-independent mannose-6-phosphate receptor|300 kDa mannose 6-phosphate receptor|CI Man-6-P receptor|IGF-II receptor|M6P/IGF2 receptor|insulin-like growth factor II receptor,6q25.3,6,NC_000006.12,159969099,160111504,plus,48,147280
9606,Homo sapiens,3567,0,live,IL5,"EDF, IL-5, TRF",interleukin 5,"; interleukin-5|B-cell differentiation factor I|T-cell replacing factor|colony-stimulating factor, eosinophil|eosinophil differentiation factor",5q31.1,5,NC_000005.10,132539194,132556864,minus,6,147850
9606,Homo sapiens,706,0,live,TSPO,"BPBS, BZRP, DBI, IBP, MBR, PBR, PBS, PKBS, PTBR, mDRC, pk18",translocator protein,; translocator protein|benzodiazepine peripheral binding site|mitochondrial benzodiazepine receptor|peripheral-type benzodiazepine receptor,22q13.2,22,NC_000022.11,43151559,43163242,plus,5,109610
9606,Homo sapiens,4287,0,live,ATXN3,"AT3, ATX3, JOS, MJD, MJD1, SCA3",ataxin 3,; ataxin-3|Machado-Joseph disease protein 1|josephin|olivopontocerebellar ataxia 3|spinocerebellar ataxia type 3 protein,14q32.12,14,NC_000014.9,92058552,92106621,minus,13,607047
9606,Homo sapiens,3938,0,live,LCT,"LAC, LPH, LPH1",lactase,; lactase-phlorizin hydrolase|lactase-glycosylceramidase|lactase-phlorizin hydrolase-1,2q21.3,2,NC_000002.12,135787850,135837195,minus,17,603202
9606,Homo sapiens,134,0,live,ADORA1,RDC7,adenosine A1 receptor,; adenosine receptor A1|adenosine A1 receptor variant 1|adenosine A1 receptor variant 2,1q32.1,1,NC_000001.11,203127705,203167405,plus,4,102775
9606,Homo sapiens,4585,0,live,MUC4,"ASGP, HSA276359, MUC-4","mucin 4, cell surface associated","; mucin-4|ascites sialoglycoprotein|mucin 4, tracheobronchial|pancreatic adenocarcinoma mucin|testis mucin|tracheobronchial mucin",3q29,3,NC_000003.12,195746771,195811929,minus,25,158372
9606,Homo sapiens,8863,0,live,PER3,"FASPS3, GIG13",period circadian regulator 3,; period circadian protein homolog 3|cell growth-inhibiting gene 13 protein|circadian clock protein PERIOD 3|hPER3|period circadian clock 3|period circadian protein 3,1p36.23,1,NC_000001.11,7784187,7845181,plus,25,603427
9606,Homo sapiens,1136,0,live,CHRNA3,"LNCR2, NACHRA3, PAOD2",cholinergic receptor nicotinic alpha 3 subunit,"; neuronal acetylcholine receptor subunit alpha-3|cholinergic receptor, nicotinic alpha 3|cholinergic receptor, nicotinic, alpha 3 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 3|neuronal nicotinic acetylcholine receptor, alpha3 subunit",15q25.1,15,NC_000015.10,78593052,78620996,minus,9,118503
9606,Homo sapiens,1386,0,live,ATF2,"CRE-BP1, CREB-2, CREB2, HB16, TREB7",activating transcription factor 2,"; cyclic AMP-dependent transcription factor ATF-2|activating transcription factor 2 splice variant ATF2-var2|cAMP response element-binding protein CRE-BP1|cAMP responsive element binding protein 2, formerly|cAMP-dependent transcription factor ATF-2|cyclic AMP-responsive element-binding protein 2|histone acetyltransferase ATF2",2q31.1,2,NC_000002.12,175072250,175168206,minus,17,123811
9606,Homo sapiens,2026,0,live,ENO2,"HEL-S-279, NSE",enolase 2,"; gamma-enolase|2-phospho-D-glycerate hydro-lyase|2-phospho-D-glycerate hydrolyase|enolase 2 (gamma, neuronal)|epididymis secretory protein Li 279|neural enolase|neuron specific gamma enolase|neuron-specific enolase|neuronal enriched enolase|neurone-specific enolase",12p13.31,12,NC_000012.12,6914580,6923697,plus,12,131360
9606,Homo sapiens,6609,0,live,SMPD1,"ASM, ASMASE, NPD",sphingomyelin phosphodiesterase 1,"; sphingomyelin phosphodiesterase|acid sphingomyelinase|sphingomyelin phosphodiesterase 1, acid lysosomal",11p15.4,11,NC_000011.10,6390474,6394998,plus,5,607608
9606,Homo sapiens,5451,0,live,POU2F1,"OCT1, OTF1, oct-1B",POU class 2 homeobox 1,"; POU domain, class 2, transcription factor 1|NF-A1|OTF-1|Octamer-binding transcription factor-1|POU class 2 homeobox 1 isoform Oct-1R|oct-1|octamer-binding protein 1|octamer-binding transcription factor 1",1q24.2,1,NC_000001.11,167220878,167427345,plus,23,164175
9606,Homo sapiens,22933,0,live,SIRT2,"SIR2, SIR2L, SIR2L2",sirtuin 2,; NAD-dependent protein deacetylase sirtuin-2|NAD-dependent deacetylase sirtuin-2|SIR2-like protein 2|regulatory protein SIR2 homolog 2|silent information regulator 2|sir2-related protein type 2|sirtuin type 2,19q13.2,19,NC_000019.10,38878555,38899862,minus,17,604480
9606,Homo sapiens,57142,0,live,RTN4,"ASY, NI220/250, NOGO, NSP, NSP-CL, Nbla00271, Nbla10545, RTN-X-A, RTN4-B1, RTN4-B2, RTN4-C, RTN4",reticulon 4,; reticulon-4|Human NogoA|My043 protein|foocen|neurite growth inhibitor 220|neurite outgrowth inhibitor|neuroendocrine-specific protein C homolog|reticulon 5,2p16.1,2,NC_000002.12,54972189,55137831,minus,17,604475
9606,Homo sapiens,2903,0,live,GRIN2A,"EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A",glutamate ionotropic receptor NMDA type subunit 2A,"; glutamate receptor ionotropic, NMDA 2A|N-methyl D-aspartate receptor subtype 2A|N-methyl-D-aspartate receptor channel, subunit epsilon-1|N-methyl-D-aspartate receptor subunit 2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16p13.2,16,NC_000016.10,9753404,10182928,minus,16,138253
9606,Homo sapiens,51083,0,live,GAL,"ETL8-GMAP, GALN, GLNN, GMAP, GAL",galanin and GMAP prepropeptide,; galanin peptides|galanin prepropeptide|galanin-message-associated peptide|galanin-related peptide|galanin/GMAP prepropeptide,11q13.2,11,NC_000011.10,68684544,68691175,plus,6,137035
9606,Homo sapiens,29108,0,live,PYCARD,"ASC, CARD5, TMS, TMS-1, TMS1",PYD and CARD domain containing,; apoptosis-associated speck-like protein containing a CARD|caspase recruitment domain-containing protein 5|target of methylation-induced silencing 1,16p11.2,16,NC_000016.10,31201486,31202776,minus,3,606838
9606,Homo sapiens,4929,0,live,NR4A2,"HZF-3, NOT, NURR1, RNR1, TINUR",nuclear receptor subfamily 4 group A member 2,"; nuclear receptor subfamily 4 group A member 2|NGFI-B/nur77 beta-type transcription factor homolog|T-cell nuclear receptor NOT|immediate-early response protein NOT|intermediate-early receptor protein|nuclear receptor related 1|nur related protein-1, human homolog of|orphan nuclear receptor NR4A2|orphan nuclear receptor NURR1|transcriptionally inducible nuclear receptor related 1|transcriptionally-inducible nuclear receptor",2q24.1,2,NC_000002.12,156324432,156332724,minus,8,601828
9606,Homo sapiens,267012,0,live,DAOA,"LG72, SG72",D-amino acid oxidase activator,; D-amino acid oxidase activator|schizophrenia- and bipolar disorder-associated protein G72,13q34,13,NC_000013.11,105465867,105491034,plus,7,607408
9606,Homo sapiens,317,0,live,APAF1,"APAF-1, CED4",apoptotic peptidase activating factor 1,; apoptotic protease-activating factor 1,12q23.1,12,NC_000012.12,98645141,98735433,plus,28,602233
9606,Homo sapiens,10371,0,live,SEMA3A,"COLL1, HH16, Hsema-I, Hsema-III, SEMA1, SEMAD, SEMAIII, SEMAL, SemD, coll-1",semaphorin 3A,"; semaphorin-3A|collapsin 1|sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A|semaphorin D|semaphorin III|semaphorin L",7q21.11,7,NC_000007.14,83955777,84515189,minus,25,603961
9606,Homo sapiens,4522,0,live,MTHFD1,"CIMAH, MTHFC, MTHFD","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1","; C-1-tetrahydrofolate synthase, cytoplasmic|5,10-methylenetetrahydrofolate dehydrogenase, 5,10-methylenetetrahydrofolate cyclohydrolase, 10-formyltetrahydrofolate synthetase|C1-THF synthase|cytoplasmic C-1-tetrahydrofolate synthase|epididymis secretory sperm binding protein|methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",14q23.3,14,NC_000014.9,64388353,64460025,plus,28,172460
9606,Homo sapiens,1742,0,live,DLG4,"PSD95, SAP-90, SAP90",discs large MAGUK scaffold protein 4,; disks large homolog 4|Tax interaction protein 15|discs large homolog 4|post-synaptic density protein 95|synapse-associated protein 90,17p13.1,17,NC_000017.11,7187180,7220050,minus,27,602887
9606,Homo sapiens,2693,0,live,GHSR,GHDP,growth hormone secretagogue receptor,; growth hormone secretagogue receptor type 1|GH-releasing peptide receptor|GHRP|GHS-R|ghrelin receptor,3q26.31,3,NC_000003.12,172443291,172448456,minus,2,601898
9606,Homo sapiens,2875,0,live,GPT,"AAT1, ALT11, GPT",glutamic--pyruvic transaminase,; alanine aminotransferase 1|GPT 1|alanine aminotransferase|alanine transaminase|glutamate pyruvate transaminase 1|glutamic--pyruvic transaminase 1|glutamic-alanine transaminase 1|glutamic-pyruvate transaminase (alanine aminotransferase),8q24.3,8,NC_000008.11,144502217,144507174,plus,12,138200
9606,Homo sapiens,406958,0,live,MIR182,"MIRN182, miRNA182, mir-182",microRNA 182,hsa-mir-182,7q32.2,7,NC_000007.14,129770383,129770492,minus,1,611607
9606,Homo sapiens,1129,0,live,CHRM2,HM2,cholinergic receptor muscarinic 2,"; muscarinic acetylcholine receptor M2|7TM receptor|acetylcholine receptor, muscarinic 2|cholinergic receptor, muscarinic 2|muscarinic M2 receptor",7q33,7,NC_000007.14,136868637,137020255,plus,7,118493
9606,Homo sapiens,1639,0,live,DCTN1,"DAP-150, DP-150, P135",dynactin subunit 1,"; dynactin subunit 1|150 kDa dynein-associated polypeptide|dynactin 1 (p150, glued homolog, Drosophila)",2p13.1,2,NC_000002.12,74361154,74392087,minus,32,601143
9606,Homo sapiens,3762,0,live,KCNJ5,"CIR, GIRK4, KATP1, KIR3.4, LQT13",potassium inwardly rectifying channel subfamily J member 5,"; G protein-activated inward rectifier potassium channel 4|IRK-4|cardiac ATP-sensitive potassium channel|heart KATP channel|inward rectifier K+ channel KIR3.4|potassium channel, inwardly rectifying subfamily J, member 5|potassium voltage-gated channel subfamily J member 5",11q24.3,11,NC_000011.10,128891356,128921163,plus,5,600734
9606,Homo sapiens,574501,0,live,MIR499A,"MIR499, MIRN499, hsa-mir-499a, mir-499a",microRNA 499a,hsa-mir-499|microRNA 499,20q11.22,20,NC_000020.11,34990376,34990497,plus,1,613614
9606,Homo sapiens,6281,0,live,S100A10,"42C, ANX2L, ANX2LG, CAL1L, CLP11, Ca[1], GP11, P11, p10",S100 calcium binding protein A10,"; protein S100-A10|S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))|annexin II ligand, calpactin I, light polypeptide|annexin II tetramer (AIIt) p11 subunit|calpactin I light chain|calpactin-1 light chain|cellular ligand of annexin II",1q21.3,1,NC_000001.11,151982915,151993859,minus,3,114085
9606,Homo sapiens,6319,0,live,SCD,"FADS5, MSTP0081, SCDOS, hSCD1, SCD",stearoyl-CoA desaturase,; acyl-CoA desaturase|delta(9)-desaturase|fatty acid desaturase|predicted protein of HQ0998|stearoyl-CoA desaturase (delta-9-desaturase)|stearoyl-CoA desaturase opposite strand,10q24.31,10,NC_000010.11,100347233,100364826,plus,6,604031
9606,Homo sapiens,55117,0,live,SLC6A15,"NTT73, SBAT1, V7-3, hv7-3",solute carrier family 6 member 15,"; sodium-dependent neutral amino acid transporter B(0)AT2|homolog of rat orphan transporter v7-3|orphan sodium- and chloride-dependent neurotransmitter transporter NTT73|orphan transporter v7-3|sodium- and chloride-dependent neurotransmitter transporter NTT73|sodium-coupled branched-chain amino-acid transporter 1|sodium/chloride dependent neurotransmitter transporter Homo sapiens orphan neurotransmitter transporter NTT7|solute carrier family 6 (neurotransmitter transporter), member 15|solute carrier family 6 (neutral amino acid transporter), member 15|transporter v7-3",12q21.31,12,NC_000012.12,84859491,84912829,minus,13,607971
